,index,Title,DOI,Source,Year,Source title,Cited by,Document Type,Abstract,Author full names,Index Keywords,Author Keywords,Volume,Language of Original Document,Publisher,Conference name,Conference code,ISBN,ieee_file,acm_file,BERTopic_Topic,BERTopic_Topic_Label,BERTopic_Probability,BERTopic_Count,BERTopic_Name,BERTopic_Representation,BERTopic_main,BERTopic_openai,BERTopic_aspect1,BERTopic_aspect2,BERTopic_Representative_Docs
0,7,A Comparative Analysis of Monolith vs Microservices Energy Consumption,10.1007/978-3-032-02138-0_17,ACM Digital Library,2026,"Software Architecture: 19th European Conference, ECSA 2025, Limassol, Cyprus, September 15–19, 2025, Proceedings",0.0,Conference paper,"As energy demands rise and sustainability becomes critical, Information and Communication Technology’s energy footprint is increasingly monitored. In this context, software architecture may play a significant role in determining a system’s energy consumption. This study aims to evaluate and compare the energy consumption of monolithic and microservice-based software to understand their implications for sustainable software design. We applied a cohort study approach in a controlled experimental environment using two open-source Java applications—PetClinic and TicketMonster—each implemented in both monolithic and microservice versions. Three use cases, representing different workloads, were defined and executed 30 times each per version, resulting in 360 total runs. Server energy use was measured with Powerstat and analyzed using Welch’s t-test. Our findings show that microservices may consume less energy than their monolithic counterparts under medium and heavy loads. Specifically, PetClinic and TicketMonster showed energy reductions of 4.99% and 5.05%, respectively. Across all use cases and applications, microservices demonstrated an average energy saving of 5.02% compared to monoliths. These results suggest that microservice architectures may offer improved energy efficiency in high-demand scenarios due to better resource utilization and modular execution. While the study is limited to controlled conditions and two case studies, it provides a foundation for further research on architectural decisions and sustainable software engineering practices. ","Capuano, Roberta;  O’Dea, Eoan;  Muccini, Henry","['', 'Energy utilization; Engineering research; Open source software; Software architecture; Software design; Sustainable development; Cohort studies; Comparative analyzes; Critical technologies; Energy; Energy demands; Energy-consumption; Experimental environment; Information and Communication Technologies; Monolithics; Sustainable softwares; Energy efficiency']","['software architecture, energy efficiency, sustainable software', 'energy efficiency; software architecture; sustainable software']",15929 LNCS,English,,"Software Architecture: 19th European Conference, ECSA 2025, Limassol, Cyprus, September 15–19, 2025, Proceedings",,978-3-032-02137-3,,https://dl.acm.org/doi/pdf/10.1007/978-3-032-02138-0_17,1,energy_software_consumption,0.4490173034841025,18,1_energy_software_consumption_energy consumption,"['energy', 'software', 'consumption', 'energy consumption', 'development', 'efficiency', 'energy efficiency', 'software energy', 'architecture', 'data']","['software energy', 'energy consumption', 'sustainable software', 'energy saving', 'energy efficiency', 'energy efficient', 'energy impact', 'energy', 'software design', 'software products']",Software Energy Efficiency,"['energy', 'software', 'consumption', 'development', 'efficiency', 'architecture', 'data', 'results', 'green', 'study']","['software energy', 'sustainable software', 'energy saving', 'software design', 'consumption', 'performance', 'sustainability', 'agile', 'frameworks', 'stakeholders']","['Although software does not consume energy by itself, its characteristics determine which hardware resources are made available and how much energy is used Therefore, energy efficiency of software products has become a popular agenda for both industry and academia in recent years Designing such software is now a core initiative of software development companies aiming toward social responsibility Meanwhile, however, developing environmentally sustainable software products is a challenge in that performance, functionality and energy consumption can reflect conflicting goals In this paper, our objective is to analyze the effects of different features on energy consumption of the IBM DB2, a commonly used database product The empirical work focuses on three features We executed a workload in preconfigured software with some features enabled or disabled and with different numbers of users To compare the different scenarios, three sets of green metrics were utilized The metric set identified various parts of the software system where energy is consumed Our findings may suggest that the conflicts among software system performance, functionality, and energy consumption can be mitigated by choosing a combination of features that interact in a way that improves energy efficiency Index Terms energy consumption, green metrics, energy efficiency, environmental sustainability, software feature interaction, database ', 'Context Software producing organizations have the ability to address the energy impact of their software products through their source code and software architecture In spite of that, the focus often remains on hardware aspects, which limits the contribution of software towards energy efficient ICT solutions Objective No methods exist to provide software architects information about the energy consumption of the different components in their software product The objective of this paper is to bring software producing organizations in control of this qualitative aspect of their software Method To achieve the objective, we developed the StEP Method to systematically investigate the effects of software units through the use of software stubs in relation to energy concerns To evaluate the proposed method, an experiment involving three different versions of a commercial software product has been conducted In the experiment, two versions of a software product were stubbed according to stakeholder concerns and stressed according to a test case, whilst energy consumption measurements were performed The method provided guidance for the experiment and all activities were documented for future purposes Results Comparing energy consumption differences across versions unraveled the energy consumption related to the products’ core functionality Using the energy profile, stakeholders could identify the major energy consuming elements and prioritize software engineering efforts to maximize impact Conclusions We introduce the StEP Method and demonstrate its applicability in an industrial setting The method identified energy hotspots and thereby improved the control stakeholders have over the sustainability of a software product Despite promising results, several concerns are identified that require further attention to improve the method For instance, we recommend the investigation of software operation data to determine, and possibly automatically create, stubs ', 'Recent studies show that software systems account for approximately 6% of global energy consumption Coupled with new regulations urging French organizations to adopt energy-efficient practices, this has increased the need for energy-conscious development methods However, a key challenge remains the lack of detailed data on the impact of design solutions on software energy consumption, complicating efforts for software architects who must balance performance and energy efficiency Without clear data on how design decisions - such as architectural styles, frameworks, and serialization methods - affect energy use, optimizing both performance and sustainability is difficult Most existing studies on software energy consumption focus on small-scale projects and technologies irrelevant to Berger-Levraults environment, where this study was conducted To address this, we propose a methodology to evaluate the energy consumption of alternative design solutions using the Dynatrace Carbon Impact module, chosen for its compatibility with virtualized and cloud-based environments, and NeoLoad performance testing, selected for its compatibility with Berger-Levraults specific technologies Using this approach, we compared two versions of the same application a legacy version built with Citrix, Java Swing, and RPC, and a modern version using Angular, Spring Boot, and REST We also evaluated Protobuf versus JSON serialization Our findings show that adopting Angular for the frontend and Spring Boot for the backend reduces overall energy consumption by approximately 70% The Angular frontend uses 30 times less energy than Java Swing Furthermore, Protobuf serialization reduces energy usage by 33% compared to JSON, due to its faster processing and lower memory requirements These results highlight the energy-saving potential of modern web technologies and optimized data formats for sustainable software development ']"
1,9,A Comparative Study of Software Architectures in Constrained-Device IoT Deployments,,ACM Digital Library,2021,,,mastersthesis,"Since its inception in 2009, the Internet of Things (IoT) has grown dramatically in both size and complexity. One of the areas that has seen significant developments is that of resource-constrained devices. Such devices clearly require careful engineering in order to manage resources such as energy and memory, whilst still ensuring acceptable performance. A number of aspects play a critical role in the engineering of such systems. One such aspect is the choice of software architecture. The microservices architecture appears to be a promising approach for IoT, as suggested by a number of researchers. However, limited research has been done on the implementation of microservices in IoT and resource-constrained devices, and even less research has been done to compare the microservices architecture to the monolithic architecture in such deployments.The aim of this research thesis was to compare these two architectures in the context of IoT and constrained devices. The two architectures were compared by: energy consumption, runtime performance and memory consumption. To ensure that the results are not specific to a single programming language, each architecture was developed in three different languages: Go, Python and C++. Following a review of different asynchronous messaging protocols, Message Queuing Telemetry Transport was selected. The experiments were conducted on a Raspberry Pi 4, and a number of other hardware devices were used, including sensors, an actuator and a type C USB Tester. Two metrics were used to measure power consumption: maximum instantaneous power consumption and total power consumption. Whilst three metrics were used to measure memory consumption: maximum Resident Set Size (RSS), total RSS and central processing unit (CPU) resource usage. Each experiment was carried out 10 times in order to ensure data validity.The power consumption results showed that the microservices architecture had, on average, 14,9% higher maximum instantaneous power consumption, whilst the total power consumption of the microservices architecture was only 3,0% greater than that of the monolithic architecture. The runtime results indicated that the microservices architecture had a longer runtime than the monolithic architecture for Go and C++, whilst the inverse was true for Python. When considering memory consumption, it was found that the maximum RSS was 37,1% greater for the microservices architecture. The total RSS results for both architectures were very similar for Go and C++, whilst microservices performed much better for Python. Lastly, the results for CPU usage showed that the monolithic architecture had, on average, 14,9% greater CPU usage than the microservices architecture. It was concluded that, for small-scale applications, the monolithic architecture had better performance across most metrics and languages. It was, however,recommended that additional research be conducted on larger scale applications to determine the applicability of these results beyond the scope of small-scale applications. In general, there is still much room for research in this area.","du Plessis, Shani",,,,English,,,,9798819341537,,https://dl.acm.org/doi/pdf/10.5555/AAI29096435,1,energy_software_consumption,0.3466369157273318,18,1_energy_software_consumption_energy consumption,"['energy', 'software', 'consumption', 'energy consumption', 'development', 'efficiency', 'energy efficiency', 'software energy', 'architecture', 'data']","['software energy', 'energy consumption', 'sustainable software', 'energy saving', 'energy efficiency', 'energy efficient', 'energy impact', 'energy', 'software design', 'software products']",Software Energy Efficiency,"['energy', 'software', 'consumption', 'development', 'efficiency', 'architecture', 'data', 'results', 'green', 'study']","['software energy', 'sustainable software', 'energy saving', 'software design', 'consumption', 'performance', 'sustainability', 'agile', 'frameworks', 'stakeholders']","['Although software does not consume energy by itself, its characteristics determine which hardware resources are made available and how much energy is used Therefore, energy efficiency of software products has become a popular agenda for both industry and academia in recent years Designing such software is now a core initiative of software development companies aiming toward social responsibility Meanwhile, however, developing environmentally sustainable software products is a challenge in that performance, functionality and energy consumption can reflect conflicting goals In this paper, our objective is to analyze the effects of different features on energy consumption of the IBM DB2, a commonly used database product The empirical work focuses on three features We executed a workload in preconfigured software with some features enabled or disabled and with different numbers of users To compare the different scenarios, three sets of green metrics were utilized The metric set identified various parts of the software system where energy is consumed Our findings may suggest that the conflicts among software system performance, functionality, and energy consumption can be mitigated by choosing a combination of features that interact in a way that improves energy efficiency Index Terms energy consumption, green metrics, energy efficiency, environmental sustainability, software feature interaction, database ', 'Context Software producing organizations have the ability to address the energy impact of their software products through their source code and software architecture In spite of that, the focus often remains on hardware aspects, which limits the contribution of software towards energy efficient ICT solutions Objective No methods exist to provide software architects information about the energy consumption of the different components in their software product The objective of this paper is to bring software producing organizations in control of this qualitative aspect of their software Method To achieve the objective, we developed the StEP Method to systematically investigate the effects of software units through the use of software stubs in relation to energy concerns To evaluate the proposed method, an experiment involving three different versions of a commercial software product has been conducted In the experiment, two versions of a software product were stubbed according to stakeholder concerns and stressed according to a test case, whilst energy consumption measurements were performed The method provided guidance for the experiment and all activities were documented for future purposes Results Comparing energy consumption differences across versions unraveled the energy consumption related to the products’ core functionality Using the energy profile, stakeholders could identify the major energy consuming elements and prioritize software engineering efforts to maximize impact Conclusions We introduce the StEP Method and demonstrate its applicability in an industrial setting The method identified energy hotspots and thereby improved the control stakeholders have over the sustainability of a software product Despite promising results, several concerns are identified that require further attention to improve the method For instance, we recommend the investigation of software operation data to determine, and possibly automatically create, stubs ', 'Recent studies show that software systems account for approximately 6% of global energy consumption Coupled with new regulations urging French organizations to adopt energy-efficient practices, this has increased the need for energy-conscious development methods However, a key challenge remains the lack of detailed data on the impact of design solutions on software energy consumption, complicating efforts for software architects who must balance performance and energy efficiency Without clear data on how design decisions - such as architectural styles, frameworks, and serialization methods - affect energy use, optimizing both performance and sustainability is difficult Most existing studies on software energy consumption focus on small-scale projects and technologies irrelevant to Berger-Levraults environment, where this study was conducted To address this, we propose a methodology to evaluate the energy consumption of alternative design solutions using the Dynatrace Carbon Impact module, chosen for its compatibility with virtualized and cloud-based environments, and NeoLoad performance testing, selected for its compatibility with Berger-Levraults specific technologies Using this approach, we compared two versions of the same application a legacy version built with Citrix, Java Swing, and RPC, and a modern version using Angular, Spring Boot, and REST We also evaluated Protobuf versus JSON serialization Our findings show that adopting Angular for the frontend and Spring Boot for the backend reduces overall energy consumption by approximately 70% The Angular frontend uses 30 times less energy than Java Swing Furthermore, Protobuf serialization reduces energy usage by 33% compared to JSON, due to its faster processing and lower memory requirements These results highlight the energy-saving potential of modern web technologies and optimized data formats for sustainable software development ']"
2,12,A Green Perspective on Structured Parallel Programming,10.1109/PDP.2015.116,ACM Digital Library,2015,"Proceedings of the 2015 23rd Euromicro International Conference on Parallel, Distributed, and Network-Based Processing",4.0,IEEE Conferences,"Structured parallel programming, and in particular programming models using the algorithmic skeleton or parallel design pattern concepts, are increasingly considered to be the only viable means of supporting effective development of scalable and efficient parallel programs. Structured parallel programming models have been assessed in a number of works in the context of performance. In this paper we consider how the use of structured parallel programming models allows knowledge of the parallel patterns present to be harnessed to address both performance and energy consumption. We consider different features of structured parallel programming that may be leveraged to impact the performance/energy trade-off and we discuss a preliminary set of experiments validating our claims. "," Kilpatrick, Peter;  M. Torquati; M. Danelutto; Danelutto, Marco;  Torquati, Massimo;  P. Kilpatrick","['', 'Skeleton;Parallel programming;Parallel processing;Multicore processing;Business', 'Economic and social effects; Energy efficiency; Energy utilization; Musculoskeletal system; Parallel programming; Power management; Algorithmic skeleton; DVFS; Parallel design patterns; Parallel patterns; Parallel program; Parallel programming model; Programming models; Trade off; Structured programming']","['DVFS, algorithmic skeletons, energy efficiency, parallel design patterns, power management', 'parallel design patterns;energy efficiency;DVFS;power management;algorithmic skeletons', 'Algorithmic skeletons; DVFS; Energy efficiency; Parallel design patterns; Power management']",,English,"['', 'IEEE']","['', 'Proceedings of the 2015 23rd Euromicro International Conference on Parallel, Distributed, and Network-Based Processing']",,"['9781479984916', '978-1-4799-8491-6']",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7092757,https://dl.acm.org/doi/pdf/10.1109/PDP.2015.116,0,energy_consumption_design,0.4742164709521301,19,0_energy_consumption_design_software,"['energy', 'consumption', 'design', 'software', 'energy consumption', 'pattern', 'time', 'power', 'impact', 'systems']","['energy consumption', 'energy efficiency', 'energy savings', 'power consumption', 'software design', 'design patterns', 'efficiency', 'refactorings', 'energy', 'runtime']",Energy efficiency in software,"['energy', 'consumption', 'design', 'software', 'pattern', 'time', 'power', 'impact', 'systems', 'efficiency']","['energy savings', 'power consumption', 'design patterns', 'refactorings', 'runtime', 'design time', 'maintainability', 'javaparser', 'parallel programming', 'decorator']","['Design patterns are applied frequently during software evolution in order to make the software more flexible and amenable to extension One little-studied aspect of design patterns is their propensity to increase run time energy consumption due to the indirection and additional structure they introduce In this paper we study the impact of the Visitor pattern on energy efficiency The Visitor pattern separates an algorithm from the objects it acts upon and improves maintainability by placing each algorithm within a single visitor class, at the cost of increased indirection due to the double dispatch required when the algorithm is invoked We experimentally investigate the energy impact of varying the implementation of this pattern, and of removing the pattern entirely from the software In our results we observe energy consumption reductions of greater than 7% in the textbook example when the pattern is implemented using reflective casting, and reductions of over 10% when experimenting with an open source project, JavaParser The complete removal of the pattern yields more complex results, with little impact in the textbook example but reductions of over 7% in the JavaParser study Our results highlight the energy savings that may be achieved when the Visitor pattern is removed, and show that energy savings may also be achieved by varying the implementation of the pattern ', 'With growing concerns regarding climate change and rising energy costs, there is an increased focus on improving the energy efficiency of software One relevant avenue of research is the transformation of software designs in order to increase efficiency and reduce energy consumption Design Patterns are of interest here as the indirection they introduce is likely to have a detrimental effect on energy consumption In this paper we report on our investigations into the impact on energy consumption of the Decorator pattern, which is a structural design pattern used to enable additional behaviour to be attached to an individual component dynamically Application of this pattern improves the maintainability of software at the cost of increased indirection and redundancy, which may reduce energy efficiency In this paper we explore features of the Decorator pattern that impact on its systematic removal, with a future goal of removing this pattern using automated refactoring We subsequently examine experimentally the Decorator patterns impact on energy consumption in Java and find its implementation results in an increased number of instantiated objects and method invocations at run-time The removal of the pattern can result in up to a 96% reduction in energy consumption in a best-case scenario with a textbook example, and up to a 5% reduction in energy consumption in an open-source project with a case study examining JUnit, a popular unit testing framework for Java These results demonstrate the energy savings achievable with the removal of Decorator pattern instances and open the way for similar investigations of other design patterns ', 'Design patterns are applied frequently during software evolution in order to make the software more flexible and amenable to extension One little-studied aspect of design patterns is their propensity to increase run-time energy consumption due to the indirection and additional structure they introduce In this paper we study the impact of the Visitor pattern on energy efficiency The Visitor pattern separates an algorithm from the objects it acts upon and improves maintainability by placing each algorithm within a single visitor class This is at the cost of increased indirection due to the double dispatch required when the algorithm is invoked We experimentally investigate the energy impact of varying the implementation of this pattern, and of removing the pattern entirely from software written in Java and C++ In our results we observe energy consumption reductions greater than 7% in a Java-based textbook example when the pattern is implemented using reflective dispatch, and reductions of over 10% when experimenting with an open source Java project, JavaParser The complete removal of the pattern yields more complex results, with little impact in the textbook example but reductions of over 7% in the JavaParser study To explore the generalisability of our findings, we subsequently apply the same transformations to the C++ based CppParser Total pattern removal here sees energy consumption reductions of over 66% while the reflective dispatch approach increases energy consumption by up to 2012% Our results highlight the energy savings that can be achieved when the Visitor pattern is removed both in Java and C++ implementations, and also show that some language specific features can allow for further energy savings when the implementation of the pattern is varied ']"
3,13,A Highly-efficient Lattice-based Post-Quantum Cryptography Processor for IoT Applications,10.46586/tches.v2024.i2.130-153,Scopus,2024,IACR Transactions on Cryptographic Hardware and Embedded Systems,17.0,Article,"Lattice-Based Cryptography (LBC) schemes, like CRYSTALS-Kyber and CRYSTALS-Dilithium, have been selected to be standardized in the NIST Post-Quantum Cryptography standard. However, implementing these schemes in resource-constrained Internet-of-Things (IoT) devices is challenging, considering efficiency, power consumption, area overhead, and flexibility to support various operations and parameter settings. Some existing ASIC designs that prioritize lower power and area can not achieve optimal performance efficiency, which are not practical for battery-powered devices. Custom hardware accelerators in prior co-processor and processor designs have limited applications and flexibility, incurring significant area and power overheads for IoT devices. To address these challenges, this paper presents an efficient lattice-based cryptography processor with customized Single-Instruction-Multiple-Data (SIMD) instruction. First, our proposed SIMD architecture supports efficient parallel execution of various polynomial operations in 256-bit mode and acceleration of Keccak in 320-bit mode, both utilizing efficiently reused resources. Additionally, we introduce data shuffling hardware units to resolve data dependencies within SIMD data. To further enhance performance, we design a dual-issue path for memory accesses and corresponding software design methodologies to reduce the impact of data load/store blocking. Through a hardware/software co-design approach, our proposed processor achieves high efficiency in supporting all operations in lattice-based cryptography schemes. Evaluations of Kyber and Dilithium show our proposed processor achieves over 10× speedup compared with the baseline RISC-V processor and over 5× speedup versus ARM Cortex M4 implementations, making it a promising solution for securing IoT communications and storage. Moreover, Silicon synthesis results show our design can run at 200 MHz with 2.01 mW for Kyber KEM 512 and 2.13 mW for Dilithium 2, which outperforms state-of-the-art works in terms of PPAP (Performance × Power × Area). "," Huang, Kejie; Ye, Zewen;  Cheung, Ray C.C.;  Song, Ruibing;  Chen, Donglong;  Zhang, Hao",Digital storage; Hardware-software codesign; Integrated circuit design; Internet of things; Quantum efficiency; Software design; Area overhead; Dilithium; Lattice-based; Lattice-based cryptography; Multiple data; Parameter-setting; Performance; Post quantum cryptography; RISC-V; Single-instruction-multiple-data; Energy efficiency,Internet-of-Things; Lattice-Based Cryptography; Post-quantum Cryptography; RISC-V; Single-Instruction-Multiple-Data,2024,,,,,,,,4,patterns_design_power,0.388141619062432,4,4_patterns_design_power_embedded,"['patterns', 'design', 'power', 'embedded', 'use', 'energy', 'systems', 'constraints', 'design patterns', 'embedded systems']","['design patterns', 'design pattern', 'energy consumption', 'power management', 'power consumption', 'propose energy', 'energy optimization', 'iot', 'embedded systems', 'improving energy']",Energy optimization in embedded systems,"['patterns', 'design', 'power', 'use', 'energy', 'systems', 'constraints', 'consumption', 'hardware', 'management']","['design patterns', 'energy consumption', 'power management', 'energy optimization', 'iot', 'embedded systems', 'expressiveness framework', 'hardware level', 'aware software', 'optimization software']","['Design patterns are a set of general and reusable software components built to deal with common integration problems They provide functionalities and allow the experienced designer/developer to write efficient code programs faster With the rise of the Internet of Things , there has been an increase in design patterns aimed at IoT problems that are proposed Although efforts have been made to document the patterns, they are not as widely used as they could be Moreover, the issue of energy consumption is less addressed, despite being a major concern for any IoT device This paper aims at identifying IoT Patterns as recently proposed in the scientific literature, as well as providing an incentive for their use by showing the difference in terms of energy consumption that can be achieved by choosing the right design pattern We used Mozillas WebThing software to set up our platform Our experiments show that some patterns are way more energy efficient than others, which can have a great impact ', 'Driven by the success of Internet of Things, the number of embedded systems is constantly increasing Reducing power consumption and improving energy efficiency are among the key challenges for battery-powered embedded systems Additionally, threats like climate change clearly illustrate the need for systems with low resource usages Due to the impact of software applications on the system’s power consumption, it is important to optimize the software design even in early development phases The important role of the software layer is often overlooked because energy consumption is commonly associated with the hardware layer As a result, existing research mainly focuses on energy optimization at the hardware level, while only limited research has been published on energy optimization at the software design level This work presents a novel approach to propose an energy-aware software design pattern framework description, which takes power consumption and time behavior into account We evaluate the expressiveness of the framework by defining design patterns, which use elaborated power-saving strategies for various hardware components to reduce the overall energy consumption of an embedded system Furthermore, we introduce a dimensionless numerical efficiency factor to make energy savings quantifiable and a comparison for design patterns applied in various use cases possible ', 'Resource management is important because of the rising diversity and the resource constraints, like energy, of embedded systems Energy-constraints are especially challenging in mobile systems like smart phones A solution to deal with these constraints are power-management techniques that are often only general design principles Consequently, implementation is often done by experts only One common approach is to optimize hardware and software until the energy-constraints are fulfilled This leads to resulting solutions working only for one specific use case So why shouldnt we mine and use design patterns for power-management in embedded systems from these individual solutions In contribution, we extended the dynamics and consequence section of the pattern structure to be able to describe the impact to the power consumption We used the extended structure and mined an example pattern called Energy Valve as a start for mining others ']"
4,15,A Multi-Sensor-Based System for Cardiovascular Health Monitoring,10.1109/ICSI64877.2025.11009742,IEEE,2025,2025 5th International Conference on Sensors and Information Technology,0.0,IEEE Conferences,"With the rising prevalence of cardiovascular diseases, cardiovascular health monitoring systems have become crucial for personal health management. This paper presents the design and implementation of a multi-sensor-based cardiovascular health monitoring system. The system collects physiological signals, including photoplethysmography (PPG), electrocardiography (ECG), and phonocardiography (PCG) from the forehead and chest/abdomen, while also integrating auxiliary parameters such as body temperature and respiratory rate to provide a comprehensive cardiovascular health assessment. The hardware design consists of signal acquisition circuits for the forehead and chest/abdomen, along with a Bluetooth Low Energy (BLE) wireless transmission circuit. The collected data is transmitted wirelessly via the BLE protocol and subsequently analyzed on a personal computer (PC). Regarding software design, the data acquisition module is optimized for low power consumption and transmission stability. On the PC side, signal quality is enhanced through filtering techniques, heart rate and respiratory rate are determined using peak detection algorithms, and blood oxygen saturation is computed based on the Lambert-Beer law. Experimental results demonstrate that the system effectively monitors cardiovascular health in real-time and exhibits promising potential for practical applications. "," Jin, Wenguang; H. Shan;  W. Jin; Shan, Haicheng","['Temperature measurement;Heart rate;Accuracy;Power demand;Forehead;Electrocardiography;Real-time systems;Biomedical monitoring;Monitoring;Phonocardiography', 'Biomedical signal processing; Computer hardware; Data acquisition; Diseases; Low power electronics; Personal computers; Phonocardiography; Physiological models; Physiology; Software design; Systems analysis; Transmissions; Cardiovascular disease; Cardiovascular health monitoring; Design and implementations; Health monitoring; Health monitoring system; Multi sensor; Personal health managements; Physiological signals; Respiratory rate; Sensor based systems; Electrocardiography']","['Cardiovascular Health Monitoring; ECG; Multi-Sensor; PCG; PPG; System Design', 'Cardiovascular Health Monitoring;Multi-Sensor;System Design;PPG;ECG;PCG']",,English,IEEE,,,979-8-3315-4288-7,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11009742,,-1,Outlier,0.1773083135849665,16,-1_energy_cloud_software_consumption,"['energy', 'cloud', 'software', 'consumption', 'energy consumption', 'design', 'cache', 'performance', 'power', 'patterns']","['software energy', 'cloud patterns', 'energy consumption', 'energy efficiency', 'energy saving', 'application energy', 'energy efficient', 'energy consumed', 'cloud consumers', 'cloud']",Energy efficiency in cloud computing,"['energy', 'cloud', 'software', 'consumption', 'design', 'cache', 'performance', 'power', 'patterns', 'systems']","['software energy', 'cloud patterns', 'energy efficiency', 'application energy', 'cloud consumers', 'workloads', 'distributed programming', 'architecture', 'cl2 cache', 'power']","['With billions of lines of code being deployed and running on cloud servers, PCs, as well as battery-driven mobile phones, embedded systems, and IoT devices, software energy efficiency will play an increasingly important role in green IT In the past decades, object oriented programming  has become the de facto standard for commercial software design However, very little is known about the impact of OOP and design patterns on software energy efficiency In this paper, we conduct an empirical study on a series of OOP features and design patterns and find out that their influences on performance and energy efficiency vary greatly Some of them have negligible impact while others could degrade performance and increase energy consumption If used appropriately, design patterns can also help improve performance and reduce energy consumption ', 'Cloud patterns are abstract solutions to recurrent design problems in the cloud Previous work has shown that these patterns can improve the Quality of Service  written in Java to monitor the energy consumed at the process-level Results show that cloud patterns can effectively reduce the energy consumption of a cloud-based application, but not in all cases In general, there appear to be a trade-off between an improved response time of the application and the energy consumption Moreover, our findings show that migrating an application to a microservices architecture can improve the performance of the application, while significantly reducing its energy consumption We summarize our contributions in the form of guidelines that developers and software architects can follow during the implementation of a cloud-based application ', 'Cloud Patterns are abstract solutions to recurrent design problems in the cloud Previous work has shown that these patterns can improve the Quality of Service  written in Java to monitor the energy consumed at the process-level Results show that cloud patterns can effectively reduce the energy consumption of a cloud application, but not in all cases In general, there appear to be a trade-off between an improved response time of the application and the energy consumption Developers and software architects can make use of these results to guide their design decisions ']"
5,20,A comprehensive study of task coalescing for selecting parallelism granularity in a two-stage bidiagonal reduction,10.1109/IPDPS.2012.13,Scopus,2012,,22.0,Conference paper,"We present new high performance numerical kernels combined with advanced optimization techniques that significantly increase the performance of parallel bidiagonal reduction. Our approach is based on developing efficient fine-grained computational tasks as well as reducing overheads associated with their high-level scheduling during the so-called bulge chasing procedure that is an essential phase of a scalable bidiagonalization procedure. In essence, we coalesce multiple tasks in a way that reduces the time needed to switch execution context between the scheduler and useful computational tasks. At the same time, we maintain the crucial information about the tasks and their data dependencies between the coalescing groups. This is the necessary condition to preserve numerical correctness of the computation. We show our annihilation strategy based on multiple applications of single orthogonal reflectors. Despite non-trivial characteristics in computational complexity and memory access patterns, our optimization approach smoothly applies to the annihilation scenario. The coalescing positively influences another equally important aspect of the bulge chasing stage: the memory reuse. For the tasks within the coalescing groups, the data is retained in high levels of the cache hierarchy and, as a consequence, operations that are normally memory-bound increase their ratio of computation to off-chip communication and become compute-bound which renders them amenable to efficient execution on multicore architectures. The performance for the new two-stage bidiagonal reduction is staggering. Our implementation results in up to 50-fold and 12-fold improvement (∼130 Gflop/s) compared to the equivalent routines from LAPACK V3.2 and Intel MKL V10.3, respectively, on an eight socket hexa-core AMD Opteron multicore shared-memory system with a matrix size of 24000 x 24000. Last but not least, we provide a comprehensive study on the impact of the coalescing group size in terms of cache utilization and power consumption in the context of this new two-stage bidiagonal reduction. © 2012 IEEE. "," Łuszczek, Piotr R.;  Ltaief, Hatem;  Dongarra, Jack J.; Haidar, Azzam",Bidiagonal; Bulge Chasing; Dynamic scheduling; Granularity Analysis; Power profiling; Two-Stage Approach; Computational methods; Distributed parameter networks; Flocculation; Optimization; Scheduling; Software architecture; Cache memory,Bidiagonal Reduction; Bulge Chasing; Dynamic Scheduling; Granularity Analysis; Power Profiling; Tile Algorithms; Two-Stage Approach,,,,,,,,,-1,Outlier,0.2411429628349275,16,-1_energy_cloud_software_consumption,"['energy', 'cloud', 'software', 'consumption', 'energy consumption', 'design', 'cache', 'performance', 'power', 'patterns']","['software energy', 'cloud patterns', 'energy consumption', 'energy efficiency', 'energy saving', 'application energy', 'energy efficient', 'energy consumed', 'cloud consumers', 'cloud']",Energy efficiency in cloud computing,"['energy', 'cloud', 'software', 'consumption', 'design', 'cache', 'performance', 'power', 'patterns', 'systems']","['software energy', 'cloud patterns', 'energy efficiency', 'application energy', 'cloud consumers', 'workloads', 'distributed programming', 'architecture', 'cl2 cache', 'power']","['With billions of lines of code being deployed and running on cloud servers, PCs, as well as battery-driven mobile phones, embedded systems, and IoT devices, software energy efficiency will play an increasingly important role in green IT In the past decades, object oriented programming  has become the de facto standard for commercial software design However, very little is known about the impact of OOP and design patterns on software energy efficiency In this paper, we conduct an empirical study on a series of OOP features and design patterns and find out that their influences on performance and energy efficiency vary greatly Some of them have negligible impact while others could degrade performance and increase energy consumption If used appropriately, design patterns can also help improve performance and reduce energy consumption ', 'Cloud patterns are abstract solutions to recurrent design problems in the cloud Previous work has shown that these patterns can improve the Quality of Service  written in Java to monitor the energy consumed at the process-level Results show that cloud patterns can effectively reduce the energy consumption of a cloud-based application, but not in all cases In general, there appear to be a trade-off between an improved response time of the application and the energy consumption Moreover, our findings show that migrating an application to a microservices architecture can improve the performance of the application, while significantly reducing its energy consumption We summarize our contributions in the form of guidelines that developers and software architects can follow during the implementation of a cloud-based application ', 'Cloud Patterns are abstract solutions to recurrent design problems in the cloud Previous work has shown that these patterns can improve the Quality of Service  written in Java to monitor the energy consumed at the process-level Results show that cloud patterns can effectively reduce the energy consumption of a cloud application, but not in all cases In general, there appear to be a trade-off between an improved response time of the application and the energy consumption Developers and software architects can make use of these results to guide their design decisions ']"
